par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PARV2_070,PARV2_074,PARV2_159,PARV2_070 → PARV2_074 → PARV2_159 → PARV2_070,1.95,0.65,3_pares
PARV2_141,PARV2_171,PARV2_204,PARV2_141 → PARV2_171 → PARV2_204 → PARV2_141,1.95,0.65,3_pares
PARV2_107,PARV2_179,PARV2_174,PARV2_107 → PARV2_179 → PARV2_174 → PARV2_107,1.95,0.65,3_pares
PARV2_102,PARV2_218,PARV2_239,PARV2_102 → PARV2_218 → PARV2_239 → PARV2_102,1.95,0.65,3_pares
PARV2_074,PARV2_193,PARV2_136,PARV2_074 → PARV2_193 → PARV2_136 → PARV2_074,1.95,0.65,3_pares
PARV2_028,PARV2_159,PARV2_154,PARV2_028 → PARV2_159 → PARV2_154 → PARV2_028,1.95,0.65,3_pares
PARV2_108,PARV2_212,PARV2_238,PARV2_108 → PARV2_212 → PARV2_238 → PARV2_108,1.95,0.65,3_pares
PARV2_006,PARV2_198,PARV2_239,PARV2_006 → PARV2_198 → PARV2_239 → PARV2_006,1.95,0.65,3_pares
PARV2_079,PARV2_171,PARV2_218,PARV2_079 → PARV2_171 → PARV2_218 → PARV2_079,1.95,0.65,3_pares
PARV2_179,PARV2_200,PARV2_194,PARV2_179 → PARV2_200 → PARV2_194 → PARV2_179,1.95,0.65,3_pares
PARV2_074,PARV2_235,PARV2_077,PARV2_074 → PARV2_235 → PARV2_077 → PARV2_074,1.95,0.65,3_pares
PARV2_193,PARV2_216,PARV2_200,PARV2_193 → PARV2_216 → PARV2_200 → PARV2_193,1.949,0.65,3_pares
PARV2_004,PARV2_074,PARV2_087,PARV2_004 → PARV2_074 → PARV2_087 → PARV2_004,1.949,0.65,3_pares
PARV2_006,PARV2_021,PARV2_200,PARV2_006 → PARV2_021 → PARV2_200 → PARV2_006,1.949,0.65,3_pares
PARV2_006,PARV2_194,PARV2_174,PARV2_006 → PARV2_194 → PARV2_174 → PARV2_006,1.949,0.65,3_pares
PARV2_006,PARV2_200,PARV2_146,PARV2_006 → PARV2_200 → PARV2_146 → PARV2_006,1.949,0.65,3_pares
PARV2_098,PARV2_159,PARV2_182,PARV2_098 → PARV2_159 → PARV2_182 → PARV2_098,1.949,0.65,3_pares
PARV2_074,PARV2_235,PARV2_136,PARV2_074 → PARV2_235 → PARV2_136 → PARV2_074,1.949,0.65,3_pares
PARV2_057,PARV2_139,PARV2_074,PARV2_057 → PARV2_139 → PARV2_074 → PARV2_057,1.949,0.65,3_pares
PARV2_028,PARV2_204,PARV2_202,PARV2_028 → PARV2_204 → PARV2_202 → PARV2_028,1.949,0.65,3_pares
PARV2_006,PARV2_221,PARV2_051,PARV2_006 → PARV2_221 → PARV2_051 → PARV2_006,1.949,0.65,3_pares
PARV2_074,PARV2_179,PARV2_200,PARV2_074 → PARV2_179 → PARV2_200 → PARV2_074,1.949,0.65,3_pares
PARV2_098,PARV2_134,PARV2_243,PARV2_098 → PARV2_134 → PARV2_243 → PARV2_098,1.949,0.65,3_pares
PARV2_111,PARV2_154,PARV2_237,PARV2_111 → PARV2_154 → PARV2_237 → PARV2_111,1.949,0.65,3_pares
PARV2_146,PARV2_239,PARV2_164,PARV2_146 → PARV2_239 → PARV2_164 → PARV2_146,1.949,0.65,3_pares
PARV2_102,PARV2_203,PARV2_138,PARV2_102 → PARV2_203 → PARV2_138 → PARV2_102,1.949,0.65,3_pares
PARV2_074,PARV2_159,PARV2_221,PARV2_074 → PARV2_159 → PARV2_221 → PARV2_074,1.949,0.65,3_pares
PARV2_204,PARV2_243,PARV2_239,PARV2_204 → PARV2_243 → PARV2_239 → PARV2_204,1.949,0.65,3_pares
PARV2_001,PARV2_074,PARV2_174,PARV2_001 → PARV2_074 → PARV2_174 → PARV2_001,1.948,0.649,3_pares
PARV2_098,PARV2_142,PARV2_193,PARV2_098 → PARV2_142 → PARV2_193 → PARV2_098,1.948,0.649,3_pares
PARV2_146,PARV2_239,PARV2_159,PARV2_146 → PARV2_239 → PARV2_159 → PARV2_146,1.948,0.649,3_pares
PARV2_032,PARV2_225,PARV2_138,PARV2_032 → PARV2_225 → PARV2_138 → PARV2_032,1.948,0.649,3_pares
PARV2_127,PARV2_146,PARV2_171,PARV2_127 → PARV2_146 → PARV2_171 → PARV2_127,1.948,0.649,3_pares
PARV2_072,PARV2_107,PARV2_202,PARV2_072 → PARV2_107 → PARV2_202 → PARV2_072,1.948,0.649,3_pares
PARV2_006,PARV2_212,PARV2_079,PARV2_006 → PARV2_212 → PARV2_079 → PARV2_006,1.948,0.649,3_pares
PARV2_074,PARV2_235,PARV2_225,PARV2_074 → PARV2_235 → PARV2_225 → PARV2_074,1.947,0.649,3_pares
PARV2_129,PARV2_200,PARV2_146,PARV2_129 → PARV2_200 → PARV2_146 → PARV2_129,1.947,0.649,3_pares
PARV2_171,PARV2_204,PARV2_216,PARV2_171 → PARV2_204 → PARV2_216 → PARV2_171,1.947,0.649,3_pares
PARV2_074,PARV2_174,PARV2_225,PARV2_074 → PARV2_174 → PARV2_225 → PARV2_074,1.947,0.649,3_pares
PARV2_129,PARV2_200,PARV2_238,PARV2_129 → PARV2_200 → PARV2_238 → PARV2_129,1.947,0.649,3_pares
PARV2_108,PARV2_159,PARV2_238,PARV2_108 → PARV2_159 → PARV2_238 → PARV2_108,1.947,0.649,3_pares
PARV2_006,PARV2_105,PARV2_174,PARV2_006 → PARV2_105 → PARV2_174 → PARV2_006,1.947,0.649,3_pares
PARV2_107,PARV2_239,PARV2_235,PARV2_107 → PARV2_239 → PARV2_235 → PARV2_107,1.947,0.649,3_pares
PARV2_054,PARV2_237,PARV2_065,PARV2_054 → PARV2_237 → PARV2_065 → PARV2_054,1.947,0.649,3_pares
PARV2_108,PARV2_113,PARV2_239,PARV2_108 → PARV2_113 → PARV2_239 → PARV2_108,1.947,0.649,3_pares
PARV2_125,PARV2_240,PARV2_166,PARV2_125 → PARV2_240 → PARV2_166 → PARV2_125,1.947,0.649,3_pares
PARV2_021,PARV2_074,PARV2_159,PARV2_021 → PARV2_074 → PARV2_159 → PARV2_021,1.947,0.649,3_pares
PARV2_146,PARV2_239,PARV2_221,PARV2_146 → PARV2_239 → PARV2_221 → PARV2_146,1.946,0.649,3_pares
PARV2_022,PARV2_065,PARV2_054,PARV2_022 → PARV2_065 → PARV2_054 → PARV2_022,1.946,0.649,3_pares
PARV2_006,PARV2_246,PARV2_243,PARV2_006 → PARV2_246 → PARV2_243 → PARV2_006,1.946,0.649,3_pares
PARV2_166,PARV2_239,PARV2_202,PARV2_166 → PARV2_239 → PARV2_202 → PARV2_166,1.946,0.649,3_pares
PARV2_074,PARV2_174,PARV2_200,PARV2_074 → PARV2_174 → PARV2_200 → PARV2_074,1.946,0.649,3_pares
PARV2_074,PARV2_141,PARV2_198,PARV2_074 → PARV2_141 → PARV2_198 → PARV2_074,1.946,0.649,3_pares
PARV2_036,PARV2_142,PARV2_074,PARV2_036 → PARV2_142 → PARV2_074 → PARV2_036,1.946,0.649,3_pares
PARV2_049,PARV2_174,PARV2_240,PARV2_049 → PARV2_174 → PARV2_240 → PARV2_049,1.946,0.649,3_pares
PARV2_028,PARV2_159,PARV2_032,PARV2_028 → PARV2_159 → PARV2_032 → PARV2_028,1.946,0.649,3_pares
PARV2_108,PARV2_139,PARV2_238,PARV2_108 → PARV2_139 → PARV2_238 → PARV2_108,1.946,0.649,3_pares
PARV2_032,PARV2_065,PARV2_054,PARV2_032 → PARV2_065 → PARV2_054 → PARV2_032,1.946,0.649,3_pares
PARV2_060,PARV2_122,PARV2_204,PARV2_060 → PARV2_122 → PARV2_204 → PARV2_060,1.946,0.649,3_pares
PARV2_057,PARV2_212,PARV2_074,PARV2_057 → PARV2_212 → PARV2_074 → PARV2_057,1.946,0.649,3_pares
PARV2_138,PARV2_200,PARV2_187,PARV2_138 → PARV2_200 → PARV2_187 → PARV2_138,1.946,0.649,3_pares
PARV2_159,PARV2_232,PARV2_172,PARV2_159 → PARV2_232 → PARV2_172 → PARV2_159,1.945,0.648,3_pares
PARV2_072,PARV2_129,PARV2_074,PARV2_072 → PARV2_129 → PARV2_074 → PARV2_072,1.945,0.648,3_pares
PARV2_072,PARV2_074,PARV2_202,PARV2_072 → PARV2_074 → PARV2_202 → PARV2_072,1.945,0.648,3_pares
PARV2_063,PARV2_166,PARV2_125,PARV2_063 → PARV2_166 → PARV2_125 → PARV2_063,1.945,0.648,3_pares
PARV2_006,PARV2_107,PARV2_202,PARV2_006 → PARV2_107 → PARV2_202 → PARV2_006,1.945,0.648,3_pares
PARV2_164,PARV2_193,PARV2_166,PARV2_164 → PARV2_193 → PARV2_166 → PARV2_164,1.945,0.648,3_pares
PARV2_098,PARV2_200,PARV2_219,PARV2_098 → PARV2_200 → PARV2_219 → PARV2_098,1.945,0.648,3_pares
PARV2_105,PARV2_174,PARV2_108,PARV2_105 → PARV2_174 → PARV2_108 → PARV2_105,1.945,0.648,3_pares
PARV2_022,PARV2_074,PARV2_057,PARV2_022 → PARV2_074 → PARV2_057 → PARV2_022,1.945,0.648,3_pares
PARV2_122,PARV2_198,PARV2_138,PARV2_122 → PARV2_198 → PARV2_138 → PARV2_122,1.945,0.648,3_pares
PARV2_079,PARV2_239,PARV2_159,PARV2_079 → PARV2_239 → PARV2_159 → PARV2_079,1.945,0.648,3_pares
PARV2_074,PARV2_105,PARV2_163,PARV2_074 → PARV2_105 → PARV2_163 → PARV2_074,1.945,0.648,3_pares
PARV2_074,PARV2_163,PARV2_198,PARV2_074 → PARV2_163 → PARV2_198 → PARV2_074,1.945,0.648,3_pares
PARV2_063,PARV2_210,PARV2_204,PARV2_063 → PARV2_210 → PARV2_204 → PARV2_063,1.945,0.648,3_pares
PARV2_006,PARV2_244,PARV2_203,PARV2_006 → PARV2_244 → PARV2_203 → PARV2_006,1.945,0.648,3_pares
PARV2_127,PARV2_200,PARV2_207,PARV2_127 → PARV2_200 → PARV2_207 → PARV2_127,1.945,0.648,3_pares
PARV2_006,PARV2_193,PARV2_069,PARV2_006 → PARV2_193 → PARV2_069 → PARV2_006,1.945,0.648,3_pares
PARV2_171,PARV2_218,PARV2_225,PARV2_171 → PARV2_218 → PARV2_225 → PARV2_171,1.944,0.648,3_pares
PARV2_072,PARV2_204,PARV2_216,PARV2_072 → PARV2_204 → PARV2_216 → PARV2_072,1.944,0.648,3_pares
PARV2_004,PARV2_074,PARV2_239,PARV2_004 → PARV2_074 → PARV2_239 → PARV2_004,1.944,0.648,3_pares
PARV2_148,PARV2_243,PARV2_239,PARV2_148 → PARV2_243 → PARV2_239 → PARV2_148,1.944,0.648,3_pares
PARV2_138,PARV2_174,PARV2_225,PARV2_138 → PARV2_174 → PARV2_225 → PARV2_138,1.944,0.648,3_pares
PARV2_159,PARV2_163,PARV2_171,PARV2_159 → PARV2_163 → PARV2_171 → PARV2_159,1.944,0.648,3_pares
PARV2_074,PARV2_163,PARV2_142,PARV2_074 → PARV2_163 → PARV2_142 → PARV2_074,1.944,0.648,3_pares
PARV2_021,PARV2_134,PARV2_074,PARV2_021 → PARV2_134 → PARV2_074 → PARV2_021,1.944,0.648,3_pares
PARV2_110,PARV2_239,PARV2_235,PARV2_110 → PARV2_239 → PARV2_235 → PARV2_110,1.944,0.648,3_pares
PARV2_021,PARV2_163,PARV2_159,PARV2_021 → PARV2_163 → PARV2_159 → PARV2_021,1.944,0.648,3_pares
PARV2_171,PARV2_218,PARV2_246,PARV2_171 → PARV2_218 → PARV2_246 → PARV2_171,1.944,0.648,3_pares
PARV2_171,PARV2_204,PARV2_179,PARV2_171 → PARV2_204 → PARV2_179 → PARV2_171,1.944,0.648,3_pares
PARV2_071,PARV2_159,PARV2_204,PARV2_071 → PARV2_159 → PARV2_204 → PARV2_071,1.944,0.648,3_pares
PARV2_014,PARV2_171,PARV2_218,PARV2_014 → PARV2_171 → PARV2_218 → PARV2_014,1.944,0.648,3_pares
PARV2_111,PARV2_171,PARV2_182,PARV2_111 → PARV2_171 → PARV2_182 → PARV2_111,1.944,0.648,3_pares
PARV2_138,PARV2_139,PARV2_198,PARV2_138 → PARV2_139 → PARV2_198 → PARV2_138,1.943,0.648,3_pares
PARV2_098,PARV2_200,PARV2_225,PARV2_098 → PARV2_200 → PARV2_225 → PARV2_098,1.943,0.648,3_pares
PARV2_148,PARV2_193,PARV2_218,PARV2_148 → PARV2_193 → PARV2_218 → PARV2_148,1.943,0.648,3_pares
PARV2_129,PARV2_216,PARV2_135,PARV2_129 → PARV2_216 → PARV2_135 → PARV2_129,1.943,0.648,3_pares
PARV2_006,PARV2_074,PARV2_202,PARV2_006 → PARV2_074 → PARV2_202 → PARV2_006,1.943,0.648,3_pares
PARV2_142,PARV2_193,PARV2_166,PARV2_142 → PARV2_193 → PARV2_166 → PARV2_142,1.943,0.648,3_pares
PARV2_072,PARV2_141,PARV2_074,PARV2_072 → PARV2_141 → PARV2_074 → PARV2_072,1.943,0.648,3_pares
PARV2_138,PARV2_193,PARV2_203,PARV2_138 → PARV2_193 → PARV2_203 → PARV2_138,1.943,0.648,3_pares
PARV2_098,PARV2_200,PARV2_209,PARV2_098 → PARV2_200 → PARV2_209 → PARV2_098,1.943,0.648,3_pares
PARV2_174,PARV2_200,PARV2_194,PARV2_174 → PARV2_200 → PARV2_194 → PARV2_174,1.943,0.648,3_pares
PARV2_072,PARV2_074,PARV2_235,PARV2_072 → PARV2_074 → PARV2_235 → PARV2_072,1.943,0.648,3_pares
PARV2_001,PARV2_074,PARV2_072,PARV2_001 → PARV2_074 → PARV2_072 → PARV2_001,1.942,0.647,3_pares
PARV2_193,PARV2_216,PARV2_240,PARV2_193 → PARV2_216 → PARV2_240 → PARV2_193,1.942,0.647,3_pares
PARV2_013,PARV2_238,PARV2_108,PARV2_013 → PARV2_238 → PARV2_108 → PARV2_013,1.942,0.647,3_pares
PARV2_127,PARV2_200,PARV2_139,PARV2_127 → PARV2_200 → PARV2_139 → PARV2_127,1.942,0.647,3_pares
PARV2_021,PARV2_163,PARV2_074,PARV2_021 → PARV2_163 → PARV2_074 → PARV2_021,1.942,0.647,3_pares
PARV2_014,PARV2_108,PARV2_194,PARV2_014 → PARV2_108 → PARV2_194 → PARV2_014,1.942,0.647,3_pares
PARV2_028,PARV2_127,PARV2_074,PARV2_028 → PARV2_127 → PARV2_074 → PARV2_028,1.942,0.647,3_pares
PARV2_198,PARV2_239,PARV2_209,PARV2_198 → PARV2_239 → PARV2_209 → PARV2_198,1.942,0.647,3_pares
PARV2_184,PARV2_239,PARV2_202,PARV2_184 → PARV2_239 → PARV2_202 → PARV2_184,1.942,0.647,3_pares
PARV2_193,PARV2_216,PARV2_246,PARV2_193 → PARV2_216 → PARV2_246 → PARV2_193,1.941,0.647,3_pares
PARV2_127,PARV2_202,PARV2_159,PARV2_127 → PARV2_202 → PARV2_159 → PARV2_127,1.941,0.647,3_pares
PARV2_102,PARV2_159,PARV2_200,PARV2_102 → PARV2_159 → PARV2_200 → PARV2_102,1.941,0.647,3_pares
PARV2_006,PARV2_171,PARV2_198,PARV2_006 → PARV2_171 → PARV2_198 → PARV2_006,1.941,0.647,3_pares
PARV2_074,PARV2_202,PARV2_129,PARV2_074 → PARV2_202 → PARV2_129 → PARV2_074,1.941,0.647,3_pares
PARV2_074,PARV2_159,PARV2_188,PARV2_074 → PARV2_159 → PARV2_188 → PARV2_074,1.941,0.647,3_pares
PARV2_074,PARV2_159,PARV2_134,PARV2_074 → PARV2_159 → PARV2_134 → PARV2_074,1.941,0.647,3_pares
PARV2_032,PARV2_146,PARV2_239,PARV2_032 → PARV2_146 → PARV2_239 → PARV2_032,1.941,0.647,3_pares
PARV2_070,PARV2_171,PARV2_159,PARV2_070 → PARV2_171 → PARV2_159 → PARV2_070,1.941,0.647,3_pares
PARV2_032,PARV2_060,PARV2_235,PARV2_032 → PARV2_060 → PARV2_235 → PARV2_032,1.941,0.647,3_pares
PARV2_006,PARV2_139,PARV2_198,PARV2_006 → PARV2_139 → PARV2_198 → PARV2_006,1.941,0.647,3_pares
PARV2_072,PARV2_087,PARV2_074,PARV2_072 → PARV2_087 → PARV2_074 → PARV2_072,1.94,0.647,3_pares
PARV2_134,PARV2_179,PARV2_159,PARV2_134 → PARV2_179 → PARV2_159 → PARV2_134,1.94,0.647,3_pares
PARV2_110,PARV2_239,PARV2_244,PARV2_110 → PARV2_239 → PARV2_244 → PARV2_110,1.94,0.647,3_pares
PARV2_068,PARV2_072,PARV2_166,PARV2_068 → PARV2_072 → PARV2_166 → PARV2_068,1.94,0.647,3_pares
PARV2_006,PARV2_090,PARV2_202,PARV2_006 → PARV2_090 → PARV2_202 → PARV2_006,1.939,0.646,3_pares
PARV2_065,PARV2_127,PARV2_200,PARV2_065 → PARV2_127 → PARV2_200 → PARV2_065,1.939,0.646,3_pares
PARV2_193,PARV2_239,PARV2_240,PARV2_193 → PARV2_239 → PARV2_240 → PARV2_193,1.939,0.646,3_pares
PARV2_006,PARV2_193,PARV2_146,PARV2_006 → PARV2_193 → PARV2_146 → PARV2_006,1.939,0.646,3_pares
PARV2_138,PARV2_200,PARV2_225,PARV2_138 → PARV2_200 → PARV2_225 → PARV2_138,1.939,0.646,3_pares
PARV2_129,PARV2_216,PARV2_192,PARV2_129 → PARV2_216 → PARV2_192 → PARV2_129,1.939,0.646,3_pares
PARV2_138,PARV2_174,PARV2_187,PARV2_138 → PARV2_174 → PARV2_187 → PARV2_138,1.939,0.646,3_pares
PARV2_006,PARV2_164,PARV2_198,PARV2_006 → PARV2_164 → PARV2_198 → PARV2_006,1.939,0.646,3_pares
PARV2_069,PARV2_239,PARV2_164,PARV2_069 → PARV2_239 → PARV2_164 → PARV2_069,1.939,0.646,3_pares
PARV2_102,PARV2_243,PARV2_239,PARV2_102 → PARV2_243 → PARV2_239 → PARV2_102,1.939,0.646,3_pares
PARV2_014,PARV2_138,PARV2_207,PARV2_014 → PARV2_138 → PARV2_207 → PARV2_014,1.939,0.646,3_pares
PARV2_138,PARV2_235,PARV2_187,PARV2_138 → PARV2_235 → PARV2_187 → PARV2_138,1.939,0.646,3_pares
PARV2_014,PARV2_239,PARV2_159,PARV2_014 → PARV2_239 → PARV2_159 → PARV2_014,1.939,0.646,3_pares
PARV2_014,PARV2_108,PARV2_021,PARV2_014 → PARV2_108 → PARV2_021 → PARV2_014,1.939,0.646,3_pares
PARV2_035,PARV2_239,PARV2_174,PARV2_035 → PARV2_239 → PARV2_174 → PARV2_035,1.938,0.646,3_pares
PARV2_179,PARV2_193,PARV2_218,PARV2_179 → PARV2_193 → PARV2_218 → PARV2_179,1.938,0.646,3_pares
PARV2_146,PARV2_239,PARV2_209,PARV2_146 → PARV2_239 → PARV2_209 → PARV2_146,1.938,0.646,3_pares
PARV2_079,PARV2_239,PARV2_163,PARV2_079 → PARV2_239 → PARV2_163 → PARV2_079,1.938,0.646,3_pares
PARV2_102,PARV2_146,PARV2_239,PARV2_102 → PARV2_146 → PARV2_239 → PARV2_102,1.938,0.646,3_pares
PARV2_138,PARV2_174,PARV2_203,PARV2_138 → PARV2_174 → PARV2_203 → PARV2_138,1.938,0.646,3_pares
PARV2_174,PARV2_232,PARV2_239,PARV2_174 → PARV2_232 → PARV2_239 → PARV2_174,1.938,0.646,3_pares
PARV2_105,PARV2_193,PARV2_239,PARV2_105 → PARV2_193 → PARV2_239 → PARV2_105,1.937,0.646,3_pares
PARV2_108,PARV2_193,PARV2_200,PARV2_108 → PARV2_193 → PARV2_200 → PARV2_108,1.937,0.646,3_pares
PARV2_159,PARV2_219,PARV2_163,PARV2_159 → PARV2_219 → PARV2_163 → PARV2_159,1.937,0.646,3_pares
PARV2_125,PARV2_138,PARV2_166,PARV2_125 → PARV2_138 → PARV2_166 → PARV2_125,1.937,0.646,3_pares
PARV2_108,PARV2_193,PARV2_238,PARV2_108 → PARV2_193 → PARV2_238 → PARV2_108,1.937,0.646,3_pares
PARV2_014,PARV2_239,PARV2_221,PARV2_014 → PARV2_239 → PARV2_221 → PARV2_014,1.937,0.646,3_pares
PARV2_074,PARV2_179,PARV2_198,PARV2_074 → PARV2_179 → PARV2_198 → PARV2_074,1.937,0.646,3_pares
PARV2_032,PARV2_105,PARV2_202,PARV2_032 → PARV2_105 → PARV2_202 → PARV2_032,1.937,0.646,3_pares
PARV2_077,PARV2_171,PARV2_218,PARV2_077 → PARV2_171 → PARV2_218 → PARV2_077,1.937,0.646,3_pares
PARV2_098,PARV2_171,PARV2_159,PARV2_098 → PARV2_171 → PARV2_159 → PARV2_098,1.937,0.646,3_pares
PARV2_006,PARV2_171,PARV2_218,PARV2_006 → PARV2_171 → PARV2_218 → PARV2_006,1.937,0.646,3_pares
PARV2_006,PARV2_212,PARV2_200,PARV2_006 → PARV2_212 → PARV2_200 → PARV2_006,1.937,0.646,3_pares
PARV2_193,PARV2_218,PARV2_246,PARV2_193 → PARV2_218 → PARV2_246 → PARV2_193,1.937,0.646,3_pares
PARV2_098,PARV2_200,PARV2_110,PARV2_098 → PARV2_200 → PARV2_110 → PARV2_098,1.936,0.645,3_pares
PARV2_032,PARV2_204,PARV2_202,PARV2_032 → PARV2_204 → PARV2_202 → PARV2_032,1.936,0.645,3_pares
PARV2_032,PARV2_129,PARV2_216,PARV2_032 → PARV2_129 → PARV2_216 → PARV2_032,1.936,0.645,3_pares
PARV2_079,PARV2_171,PARV2_142,PARV2_079 → PARV2_171 → PARV2_142 → PARV2_079,1.936,0.645,3_pares
PARV2_032,PARV2_204,PARV2_235,PARV2_032 → PARV2_204 → PARV2_235 → PARV2_032,1.936,0.645,3_pares
PARV2_006,PARV2_139,PARV2_203,PARV2_006 → PARV2_139 → PARV2_203 → PARV2_006,1.935,0.645,3_pares
PARV2_006,PARV2_164,PARV2_203,PARV2_006 → PARV2_164 → PARV2_203 → PARV2_006,1.935,0.645,3_pares
PARV2_142,PARV2_159,PARV2_246,PARV2_142 → PARV2_159 → PARV2_246 → PARV2_142,1.935,0.645,3_pares
PARV2_108,PARV2_159,PARV2_154,PARV2_108 → PARV2_159 → PARV2_154 → PARV2_108,1.935,0.645,3_pares
PARV2_072,PARV2_204,PARV2_235,PARV2_072 → PARV2_204 → PARV2_235 → PARV2_072,1.935,0.645,3_pares
PARV2_074,PARV2_202,PARV2_108,PARV2_074 → PARV2_202 → PARV2_108 → PARV2_074,1.935,0.645,3_pares
PARV2_054,PARV2_187,PARV2_065,PARV2_054 → PARV2_187 → PARV2_065 → PARV2_054,1.935,0.645,3_pares
PARV2_116,PARV2_179,PARV2_174,PARV2_116 → PARV2_179 → PARV2_174 → PARV2_116,1.935,0.645,3_pares
PARV2_060,PARV2_246,PARV2_204,PARV2_060 → PARV2_246 → PARV2_204 → PARV2_060,1.935,0.645,3_pares
PARV2_006,PARV2_219,PARV2_216,PARV2_006 → PARV2_219 → PARV2_216 → PARV2_006,1.934,0.645,3_pares
PARV2_108,PARV2_194,PARV2_174,PARV2_108 → PARV2_194 → PARV2_174 → PARV2_108,1.934,0.645,3_pares
PARV2_006,PARV2_207,PARV2_203,PARV2_006 → PARV2_207 → PARV2_203 → PARV2_006,1.934,0.645,3_pares
PARV2_074,PARV2_193,PARV2_218,PARV2_074 → PARV2_193 → PARV2_218 → PARV2_074,1.934,0.645,3_pares
PARV2_142,PARV2_159,PARV2_164,PARV2_142 → PARV2_159 → PARV2_164 → PARV2_142,1.934,0.645,3_pares
PARV2_072,PARV2_193,PARV2_202,PARV2_072 → PARV2_193 → PARV2_202 → PARV2_072,1.933,0.644,3_pares
PARV2_036,PARV2_136,PARV2_074,PARV2_036 → PARV2_136 → PARV2_074 → PARV2_036,1.933,0.644,3_pares
PARV2_193,PARV2_200,PARV2_221,PARV2_193 → PARV2_200 → PARV2_221 → PARV2_193,1.933,0.644,3_pares
PARV2_006,PARV2_212,PARV2_203,PARV2_006 → PARV2_212 → PARV2_203 → PARV2_006,1.933,0.644,3_pares
PARV2_028,PARV2_200,PARV2_074,PARV2_028 → PARV2_200 → PARV2_074 → PARV2_028,1.933,0.644,3_pares
PARV2_098,PARV2_198,PARV2_239,PARV2_098 → PARV2_198 → PARV2_239 → PARV2_098,1.933,0.644,3_pares
PARV2_133,PARV2_179,PARV2_174,PARV2_133 → PARV2_179 → PARV2_174 → PARV2_133,1.933,0.644,3_pares
PARV2_108,PARV2_110,PARV2_239,PARV2_108 → PARV2_110 → PARV2_239 → PARV2_108,1.933,0.644,3_pares
PARV2_142,PARV2_171,PARV2_218,PARV2_142 → PARV2_171 → PARV2_218 → PARV2_142,1.933,0.644,3_pares
PARV2_142,PARV2_159,PARV2_171,PARV2_142 → PARV2_159 → PARV2_171 → PARV2_142,1.933,0.644,3_pares
PARV2_006,PARV2_159,PARV2_188,PARV2_006 → PARV2_159 → PARV2_188 → PARV2_006,1.932,0.644,3_pares
PARV2_174,PARV2_209,PARV2_179,PARV2_174 → PARV2_209 → PARV2_179 → PARV2_174,1.932,0.644,3_pares
PARV2_111,PARV2_127,PARV2_182,PARV2_111 → PARV2_127 → PARV2_182 → PARV2_111,1.932,0.644,3_pares
PARV2_102,PARV2_198,PARV2_138,PARV2_102 → PARV2_198 → PARV2_138 → PARV2_102,1.932,0.644,3_pares
PARV2_041,PARV2_239,PARV2_202,PARV2_041 → PARV2_239 → PARV2_202 → PARV2_041,1.932,0.644,3_pares
PARV2_079,PARV2_239,PARV2_202,PARV2_079 → PARV2_239 → PARV2_202 → PARV2_079,1.932,0.644,3_pares
PARV2_021,PARV2_054,PARV2_159,PARV2_021 → PARV2_054 → PARV2_159 → PARV2_021,1.932,0.644,3_pares
PARV2_006,PARV2_221,PARV2_069,PARV2_006 → PARV2_221 → PARV2_069 → PARV2_006,1.932,0.644,3_pares
PARV2_146,PARV2_239,PARV2_235,PARV2_146 → PARV2_239 → PARV2_235 → PARV2_146,1.932,0.644,3_pares
PARV2_074,PARV2_148,PARV2_142,PARV2_074 → PARV2_148 → PARV2_142 → PARV2_074,1.932,0.644,3_pares
PARV2_090,PARV2_202,PARV2_108,PARV2_090 → PARV2_202 → PARV2_108 → PARV2_090,1.932,0.644,3_pares
PARV2_014,PARV2_129,PARV2_216,PARV2_014 → PARV2_129 → PARV2_216 → PARV2_014,1.931,0.644,3_pares
PARV2_074,PARV2_235,PARV2_142,PARV2_074 → PARV2_235 → PARV2_142 → PARV2_074,1.931,0.644,3_pares
PARV2_105,PARV2_174,PARV2_138,PARV2_105 → PARV2_174 → PARV2_138 → PARV2_105,1.931,0.644,3_pares
PARV2_074,PARV2_122,PARV2_142,PARV2_074 → PARV2_122 → PARV2_142 → PARV2_074,1.931,0.644,3_pares
PARV2_166,PARV2_238,PARV2_172,PARV2_166 → PARV2_238 → PARV2_172 → PARV2_166,1.931,0.644,3_pares
PARV2_014,PARV2_138,PARV2_221,PARV2_014 → PARV2_138 → PARV2_221 → PARV2_014,1.931,0.644,3_pares
PARV2_006,PARV2_139,PARV2_239,PARV2_006 → PARV2_139 → PARV2_239 → PARV2_006,1.931,0.644,3_pares
PARV2_006,PARV2_164,PARV2_069,PARV2_006 → PARV2_164 → PARV2_069 → PARV2_006,1.931,0.644,3_pares
PARV2_154,PARV2_210,PARV2_159,PARV2_154 → PARV2_210 → PARV2_159 → PARV2_154,1.931,0.644,3_pares
PARV2_074,PARV2_141,PARV2_142,PARV2_074 → PARV2_141 → PARV2_142 → PARV2_074,1.931,0.644,3_pares
PARV2_004,PARV2_074,PARV2_146,PARV2_004 → PARV2_074 → PARV2_146 → PARV2_004,1.931,0.644,3_pares
PARV2_069,PARV2_074,PARV2_072,PARV2_069 → PARV2_074 → PARV2_072 → PARV2_069,1.931,0.644,3_pares
