par_1,par_2,par_3,fluxo,score_total,score_medio,tipo_ciclo
PAR_034,PAR_101,PAR_109,PAR_034 → PAR_101 → PAR_109 → PAR_034,2.02,0.673,3_pares
PAR_027,PAR_055,PAR_034,PAR_027 → PAR_055 → PAR_034 → PAR_027,2.02,0.673,3_pares
PAR_021,PAR_028,PAR_029,PAR_021 → PAR_028 → PAR_029 → PAR_021,2.019,0.673,3_pares
PAR_002,PAR_012,PAR_027,PAR_002 → PAR_012 → PAR_027 → PAR_002,2.019,0.673,3_pares
PAR_038,PAR_111,PAR_046,PAR_038 → PAR_111 → PAR_046 → PAR_038,2.019,0.673,3_pares
PAR_034,PAR_064,PAR_099,PAR_034 → PAR_064 → PAR_099 → PAR_034,2.019,0.673,3_pares
PAR_021,PAR_111,PAR_046,PAR_021 → PAR_111 → PAR_046 → PAR_021,2.019,0.673,3_pares
PAR_034,PAR_075,PAR_097,PAR_034 → PAR_075 → PAR_097 → PAR_034,2.019,0.673,3_pares
PAR_040,PAR_111,PAR_053,PAR_040 → PAR_111 → PAR_053 → PAR_040,2.019,0.673,3_pares
PAR_067,PAR_069,PAR_109,PAR_067 → PAR_069 → PAR_109 → PAR_067,2.019,0.673,3_pares
PAR_027,PAR_101,PAR_090,PAR_027 → PAR_101 → PAR_090 → PAR_027,2.019,0.673,3_pares
PAR_073,PAR_111,PAR_099,PAR_073 → PAR_111 → PAR_099 → PAR_073,2.019,0.673,3_pares
PAR_040,PAR_061,PAR_046,PAR_040 → PAR_061 → PAR_046 → PAR_040,2.019,0.673,3_pares
PAR_021,PAR_061,PAR_032,PAR_021 → PAR_061 → PAR_032 → PAR_021,2.019,0.673,3_pares
PAR_094,PAR_111,PAR_112,PAR_094 → PAR_111 → PAR_112 → PAR_094,2.019,0.673,3_pares
PAR_021,PAR_046,PAR_032,PAR_021 → PAR_046 → PAR_032 → PAR_021,2.019,0.673,3_pares
PAR_016,PAR_021,PAR_061,PAR_016 → PAR_021 → PAR_061 → PAR_016,2.019,0.673,3_pares
PAR_038,PAR_094,PAR_093,PAR_038 → PAR_094 → PAR_093 → PAR_038,2.019,0.673,3_pares
PAR_038,PAR_075,PAR_101,PAR_038 → PAR_075 → PAR_101 → PAR_038,2.019,0.673,3_pares
PAR_032,PAR_075,PAR_064,PAR_032 → PAR_075 → PAR_064 → PAR_032,2.019,0.673,3_pares
PAR_024,PAR_070,PAR_053,PAR_024 → PAR_070 → PAR_053 → PAR_024,2.018,0.673,3_pares
PAR_002,PAR_111,PAR_007,PAR_002 → PAR_111 → PAR_007 → PAR_002,2.018,0.673,3_pares
PAR_027,PAR_029,PAR_037,PAR_027 → PAR_029 → PAR_037 → PAR_027,2.018,0.673,3_pares
PAR_027,PAR_046,PAR_090,PAR_027 → PAR_046 → PAR_090 → PAR_027,2.018,0.673,3_pares
PAR_027,PAR_093,PAR_109,PAR_027 → PAR_093 → PAR_109 → PAR_027,2.018,0.673,3_pares
PAR_075,PAR_111,PAR_099,PAR_075 → PAR_111 → PAR_099 → PAR_075,2.018,0.673,3_pares
PAR_038,PAR_094,PAR_120,PAR_038 → PAR_094 → PAR_120 → PAR_038,2.018,0.673,3_pares
PAR_016,PAR_034,PAR_037,PAR_016 → PAR_034 → PAR_037 → PAR_016,2.018,0.673,3_pares
PAR_024,PAR_027,PAR_058,PAR_024 → PAR_027 → PAR_058 → PAR_024,2.018,0.673,3_pares
PAR_021,PAR_111,PAR_080,PAR_021 → PAR_111 → PAR_080 → PAR_021,2.018,0.673,3_pares
PAR_025,PAR_028,PAR_027,PAR_025 → PAR_028 → PAR_027 → PAR_025,2.018,0.673,3_pares
PAR_053,PAR_076,PAR_111,PAR_053 → PAR_076 → PAR_111 → PAR_053,2.018,0.673,3_pares
PAR_034,PAR_075,PAR_111,PAR_034 → PAR_075 → PAR_111 → PAR_034,2.018,0.673,3_pares
PAR_029,PAR_037,PAR_067,PAR_029 → PAR_037 → PAR_067 → PAR_029,2.018,0.673,3_pares
PAR_032,PAR_075,PAR_034,PAR_032 → PAR_075 → PAR_034 → PAR_032,2.017,0.672,3_pares
PAR_021,PAR_068,PAR_029,PAR_021 → PAR_068 → PAR_029 → PAR_021,2.017,0.672,3_pares
PAR_014,PAR_021,PAR_058,PAR_014 → PAR_021 → PAR_058 → PAR_014,2.017,0.672,3_pares
PAR_021,PAR_067,PAR_069,PAR_021 → PAR_067 → PAR_069 → PAR_021,2.017,0.672,3_pares
PAR_027,PAR_073,PAR_109,PAR_027 → PAR_073 → PAR_109 → PAR_027,2.017,0.672,3_pares
PAR_061,PAR_111,PAR_064,PAR_061 → PAR_111 → PAR_064 → PAR_061,2.017,0.672,3_pares
PAR_032,PAR_034,PAR_092,PAR_032 → PAR_034 → PAR_092 → PAR_032,2.017,0.672,3_pares
PAR_016,PAR_034,PAR_075,PAR_016 → PAR_034 → PAR_075 → PAR_016,2.017,0.672,3_pares
PAR_027,PAR_037,PAR_109,PAR_027 → PAR_037 → PAR_109 → PAR_027,2.017,0.672,3_pares
PAR_037,PAR_109,PAR_067,PAR_037 → PAR_109 → PAR_067 → PAR_037,2.017,0.672,3_pares
PAR_021,PAR_111,PAR_094,PAR_021 → PAR_111 → PAR_094 → PAR_021,2.017,0.672,3_pares
PAR_012,PAR_027,PAR_103,PAR_012 → PAR_027 → PAR_103 → PAR_012,2.017,0.672,3_pares
PAR_052,PAR_099,PAR_058,PAR_052 → PAR_099 → PAR_058 → PAR_052,2.017,0.672,3_pares
PAR_015,PAR_103,PAR_046,PAR_015 → PAR_103 → PAR_046 → PAR_015,2.017,0.672,3_pares
PAR_061,PAR_099,PAR_097,PAR_061 → PAR_099 → PAR_097 → PAR_061,2.016,0.672,3_pares
PAR_040,PAR_061,PAR_053,PAR_040 → PAR_061 → PAR_053 → PAR_040,2.016,0.672,3_pares
PAR_024,PAR_038,PAR_075,PAR_024 → PAR_038 → PAR_075 → PAR_024,2.016,0.672,3_pares
PAR_021,PAR_034,PAR_024,PAR_021 → PAR_034 → PAR_024 → PAR_021,2.016,0.672,3_pares
PAR_076,PAR_094,PAR_111,PAR_076 → PAR_094 → PAR_111 → PAR_076,2.016,0.672,3_pares
PAR_002,PAR_051,PAR_053,PAR_002 → PAR_051 → PAR_053 → PAR_002,2.016,0.672,3_pares
PAR_037,PAR_053,PAR_097,PAR_037 → PAR_053 → PAR_097 → PAR_037,2.016,0.672,3_pares
PAR_053,PAR_080,PAR_065,PAR_053 → PAR_080 → PAR_065 → PAR_053,2.016,0.672,3_pares
PAR_028,PAR_065,PAR_099,PAR_028 → PAR_065 → PAR_099 → PAR_028,2.016,0.672,3_pares
PAR_015,PAR_099,PAR_085,PAR_015 → PAR_099 → PAR_085 → PAR_015,2.016,0.672,3_pares
PAR_016,PAR_094,PAR_021,PAR_016 → PAR_094 → PAR_021 → PAR_016,2.016,0.672,3_pares
PAR_065,PAR_099,PAR_068,PAR_065 → PAR_099 → PAR_068 → PAR_065,2.016,0.672,3_pares
PAR_024,PAR_069,PAR_111,PAR_024 → PAR_069 → PAR_111 → PAR_024,2.016,0.672,3_pares
PAR_027,PAR_075,PAR_109,PAR_027 → PAR_075 → PAR_109 → PAR_027,2.016,0.672,3_pares
PAR_021,PAR_027,PAR_096,PAR_021 → PAR_027 → PAR_096 → PAR_021,2.015,0.672,3_pares
PAR_021,PAR_027,PAR_073,PAR_021 → PAR_027 → PAR_073 → PAR_021,2.015,0.672,3_pares
PAR_021,PAR_027,PAR_037,PAR_021 → PAR_027 → PAR_037 → PAR_021,2.015,0.672,3_pares
PAR_046,PAR_052,PAR_103,PAR_046 → PAR_052 → PAR_103 → PAR_046,2.015,0.672,3_pares
PAR_051,PAR_099,PAR_085,PAR_051 → PAR_099 → PAR_085 → PAR_051,2.015,0.672,3_pares
PAR_067,PAR_075,PAR_109,PAR_067 → PAR_075 → PAR_109 → PAR_067,2.015,0.672,3_pares
PAR_046,PAR_064,PAR_099,PAR_046 → PAR_064 → PAR_099 → PAR_046,2.015,0.672,3_pares
PAR_021,PAR_067,PAR_037,PAR_021 → PAR_067 → PAR_037 → PAR_021,2.015,0.672,3_pares
PAR_021,PAR_052,PAR_030,PAR_021 → PAR_052 → PAR_030 → PAR_021,2.015,0.672,3_pares
PAR_053,PAR_076,PAR_061,PAR_053 → PAR_076 → PAR_061 → PAR_053,2.015,0.672,3_pares
PAR_024,PAR_090,PAR_027,PAR_024 → PAR_090 → PAR_027 → PAR_024,2.015,0.672,3_pares
PAR_034,PAR_046,PAR_064,PAR_034 → PAR_046 → PAR_064 → PAR_034,2.015,0.672,3_pares
PAR_015,PAR_032,PAR_070,PAR_015 → PAR_032 → PAR_070 → PAR_015,2.015,0.672,3_pares
PAR_061,PAR_111,PAR_099,PAR_061 → PAR_111 → PAR_099 → PAR_061,2.015,0.672,3_pares
PAR_040,PAR_094,PAR_046,PAR_040 → PAR_094 → PAR_046 → PAR_040,2.015,0.672,3_pares
PAR_005,PAR_109,PAR_103,PAR_005 → PAR_109 → PAR_103 → PAR_005,2.015,0.672,3_pares
PAR_003,PAR_109,PAR_102,PAR_003 → PAR_109 → PAR_102 → PAR_003,2.015,0.672,3_pares
PAR_037,PAR_051,PAR_091,PAR_037 → PAR_051 → PAR_091 → PAR_037,2.015,0.672,3_pares
PAR_021,PAR_070,PAR_102,PAR_021 → PAR_070 → PAR_102 → PAR_021,2.014,0.671,3_pares
PAR_015,PAR_099,PAR_110,PAR_015 → PAR_099 → PAR_110 → PAR_015,2.014,0.671,3_pares
PAR_021,PAR_027,PAR_075,PAR_021 → PAR_027 → PAR_075 → PAR_021,2.014,0.671,3_pares
PAR_034,PAR_101,PAR_111,PAR_034 → PAR_101 → PAR_111 → PAR_034,2.014,0.671,3_pares
PAR_064,PAR_097,PAR_094,PAR_064 → PAR_097 → PAR_094 → PAR_064,2.014,0.671,3_pares
PAR_064,PAR_103,PAR_070,PAR_064 → PAR_103 → PAR_070 → PAR_064,2.014,0.671,3_pares
PAR_099,PAR_101,PAR_111,PAR_099 → PAR_101 → PAR_111 → PAR_099,2.014,0.671,3_pares
PAR_012,PAR_038,PAR_111,PAR_012 → PAR_038 → PAR_111 → PAR_012,2.013,0.671,3_pares
PAR_064,PAR_094,PAR_111,PAR_064 → PAR_094 → PAR_111 → PAR_064,2.013,0.671,3_pares
PAR_051,PAR_053,PAR_103,PAR_051 → PAR_053 → PAR_103 → PAR_051,2.013,0.671,3_pares
PAR_053,PAR_097,PAR_111,PAR_053 → PAR_097 → PAR_111 → PAR_053,2.013,0.671,3_pares
PAR_034,PAR_103,PAR_090,PAR_034 → PAR_103 → PAR_090 → PAR_034,2.013,0.671,3_pares
PAR_021,PAR_067,PAR_075,PAR_021 → PAR_067 → PAR_075 → PAR_021,2.013,0.671,3_pares
PAR_034,PAR_097,PAR_094,PAR_034 → PAR_097 → PAR_094 → PAR_034,2.013,0.671,3_pares
PAR_021,PAR_045,PAR_032,PAR_021 → PAR_045 → PAR_032 → PAR_021,2.013,0.671,3_pares
PAR_094,PAR_099,PAR_097,PAR_094 → PAR_099 → PAR_097 → PAR_094,2.013,0.671,3_pares
PAR_051,PAR_099,PAR_110,PAR_051 → PAR_099 → PAR_110 → PAR_051,2.013,0.671,3_pares
PAR_027,PAR_069,PAR_111,PAR_027 → PAR_069 → PAR_111 → PAR_027,2.013,0.671,3_pares
PAR_005,PAR_109,PAR_058,PAR_005 → PAR_109 → PAR_058 → PAR_005,2.013,0.671,3_pares
PAR_029,PAR_070,PAR_030,PAR_029 → PAR_070 → PAR_030 → PAR_029,2.013,0.671,3_pares
PAR_005,PAR_027,PAR_046,PAR_005 → PAR_027 → PAR_046 → PAR_005,2.013,0.671,3_pares
PAR_012,PAR_034,PAR_038,PAR_012 → PAR_034 → PAR_038 → PAR_012,2.012,0.671,3_pares
PAR_027,PAR_067,PAR_090,PAR_027 → PAR_067 → PAR_090 → PAR_027,2.012,0.671,3_pares
PAR_038,PAR_094,PAR_101,PAR_038 → PAR_094 → PAR_101 → PAR_038,2.012,0.671,3_pares
PAR_032,PAR_092,PAR_053,PAR_032 → PAR_092 → PAR_053 → PAR_032,2.012,0.671,3_pares
PAR_024,PAR_075,PAR_111,PAR_024 → PAR_075 → PAR_111 → PAR_024,2.012,0.671,3_pares
PAR_032,PAR_070,PAR_052,PAR_032 → PAR_070 → PAR_052 → PAR_032,2.012,0.671,3_pares
PAR_018,PAR_032,PAR_021,PAR_018 → PAR_032 → PAR_021 → PAR_018,2.012,0.671,3_pares
PAR_034,PAR_109,PAR_068,PAR_034 → PAR_109 → PAR_068 → PAR_034,2.012,0.671,3_pares
PAR_038,PAR_070,PAR_090,PAR_038 → PAR_070 → PAR_090 → PAR_038,2.012,0.671,3_pares
PAR_046,PAR_052,PAR_058,PAR_046 → PAR_052 → PAR_058 → PAR_046,2.012,0.671,3_pares
PAR_007,PAR_068,PAR_027,PAR_007 → PAR_068 → PAR_027 → PAR_007,2.012,0.671,3_pares
PAR_034,PAR_103,PAR_070,PAR_034 → PAR_103 → PAR_070 → PAR_034,2.012,0.671,3_pares
PAR_027,PAR_075,PAR_099,PAR_027 → PAR_075 → PAR_099 → PAR_027,2.011,0.67,3_pares
PAR_027,PAR_099,PAR_073,PAR_027 → PAR_099 → PAR_073 → PAR_027,2.011,0.67,3_pares
PAR_064,PAR_102,PAR_070,PAR_064 → PAR_102 → PAR_070 → PAR_064,2.011,0.67,3_pares
PAR_057,PAR_111,PAR_058,PAR_057 → PAR_111 → PAR_058 → PAR_057,2.011,0.67,3_pares
PAR_027,PAR_109,PAR_080,PAR_027 → PAR_109 → PAR_080 → PAR_027,2.011,0.67,3_pares
PAR_027,PAR_092,PAR_099,PAR_027 → PAR_092 → PAR_099 → PAR_027,2.011,0.67,3_pares
PAR_051,PAR_053,PAR_058,PAR_051 → PAR_053 → PAR_058 → PAR_051,2.011,0.67,3_pares
PAR_032,PAR_094,PAR_064,PAR_032 → PAR_094 → PAR_064 → PAR_032,2.011,0.67,3_pares
PAR_027,PAR_075,PAR_064,PAR_027 → PAR_075 → PAR_064 → PAR_027,2.011,0.67,3_pares
PAR_094,PAR_111,PAR_099,PAR_094 → PAR_111 → PAR_099 → PAR_094,2.011,0.67,3_pares
PAR_016,PAR_070,PAR_052,PAR_016 → PAR_070 → PAR_052 → PAR_016,2.011,0.67,3_pares
PAR_038,PAR_109,PAR_052,PAR_038 → PAR_109 → PAR_052 → PAR_038,2.011,0.67,3_pares
PAR_016,PAR_094,PAR_034,PAR_016 → PAR_094 → PAR_034 → PAR_016,2.011,0.67,3_pares
PAR_024,PAR_034,PAR_099,PAR_024 → PAR_034 → PAR_099 → PAR_024,2.011,0.67,3_pares
PAR_046,PAR_053,PAR_064,PAR_046 → PAR_053 → PAR_064 → PAR_046,2.01,0.67,3_pares
PAR_051,PAR_099,PAR_112,PAR_051 → PAR_099 → PAR_112 → PAR_051,2.01,0.67,3_pares
PAR_029,PAR_094,PAR_067,PAR_029 → PAR_094 → PAR_067 → PAR_029,2.01,0.67,3_pares
PAR_037,PAR_067,PAR_111,PAR_037 → PAR_067 → PAR_111 → PAR_037,2.01,0.67,3_pares
PAR_037,PAR_103,PAR_040,PAR_037 → PAR_103 → PAR_040 → PAR_037,2.01,0.67,3_pares
PAR_014,PAR_029,PAR_109,PAR_014 → PAR_029 → PAR_109 → PAR_014,2.01,0.67,3_pares
PAR_032,PAR_094,PAR_034,PAR_032 → PAR_094 → PAR_034 → PAR_032,2.01,0.67,3_pares
PAR_052,PAR_091,PAR_061,PAR_052 → PAR_091 → PAR_061 → PAR_052,2.01,0.67,3_pares
PAR_061,PAR_103,PAR_091,PAR_061 → PAR_103 → PAR_091 → PAR_061,2.01,0.67,3_pares
PAR_030,PAR_037,PAR_058,PAR_030 → PAR_037 → PAR_058 → PAR_030,2.01,0.67,3_pares
PAR_027,PAR_096,PAR_034,PAR_027 → PAR_096 → PAR_034 → PAR_027,2.01,0.67,3_pares
PAR_027,PAR_073,PAR_034,PAR_027 → PAR_073 → PAR_034 → PAR_027,2.01,0.67,3_pares
PAR_038,PAR_111,PAR_068,PAR_038 → PAR_111 → PAR_068 → PAR_038,2.01,0.67,3_pares
PAR_053,PAR_068,PAR_065,PAR_053 → PAR_068 → PAR_065 → PAR_053,2.01,0.67,3_pares
PAR_028,PAR_065,PAR_053,PAR_028 → PAR_065 → PAR_053 → PAR_028,2.01,0.67,3_pares
PAR_045,PAR_053,PAR_109,PAR_045 → PAR_053 → PAR_109 → PAR_045,2.01,0.67,3_pares
PAR_027,PAR_034,PAR_037,PAR_027 → PAR_034 → PAR_037 → PAR_027,2.01,0.67,3_pares
PAR_015,PAR_053,PAR_085,PAR_015 → PAR_053 → PAR_085 → PAR_015,2.01,0.67,3_pares
PAR_021,PAR_068,PAR_111,PAR_021 → PAR_068 → PAR_111 → PAR_021,2.01,0.67,3_pares
PAR_053,PAR_097,PAR_061,PAR_053 → PAR_097 → PAR_061 → PAR_053,2.01,0.67,3_pares
PAR_029,PAR_051,PAR_099,PAR_029 → PAR_051 → PAR_099 → PAR_029,2.009,0.67,3_pares
PAR_040,PAR_075,PAR_103,PAR_040 → PAR_075 → PAR_103 → PAR_040,2.009,0.67,3_pares
PAR_021,PAR_027,PAR_080,PAR_021 → PAR_027 → PAR_080 → PAR_021,2.009,0.67,3_pares
PAR_040,PAR_070,PAR_109,PAR_040 → PAR_070 → PAR_109 → PAR_040,2.009,0.67,3_pares
PAR_067,PAR_075,PAR_099,PAR_067 → PAR_075 → PAR_099 → PAR_067,2.009,0.67,3_pares
PAR_002,PAR_027,PAR_007,PAR_002 → PAR_027 → PAR_007 → PAR_002,2.009,0.67,3_pares
PAR_032,PAR_070,PAR_058,PAR_032 → PAR_070 → PAR_058 → PAR_032,2.009,0.67,3_pares
PAR_027,PAR_075,PAR_034,PAR_027 → PAR_075 → PAR_034 → PAR_027,2.009,0.67,3_pares
PAR_029,PAR_109,PAR_090,PAR_029 → PAR_109 → PAR_090 → PAR_029,2.009,0.67,3_pares
PAR_027,PAR_039,PAR_109,PAR_027 → PAR_039 → PAR_109 → PAR_027,2.009,0.67,3_pares
PAR_015,PAR_103,PAR_068,PAR_015 → PAR_103 → PAR_068 → PAR_015,2.009,0.67,3_pares
PAR_021,PAR_109,PAR_058,PAR_021 → PAR_109 → PAR_058 → PAR_021,2.009,0.67,3_pares
PAR_034,PAR_037,PAR_067,PAR_034 → PAR_037 → PAR_067 → PAR_034,2.009,0.67,3_pares
PAR_015,PAR_099,PAR_109,PAR_015 → PAR_099 → PAR_109 → PAR_015,2.009,0.67,3_pares
PAR_027,PAR_068,PAR_090,PAR_027 → PAR_068 → PAR_090 → PAR_027,2.009,0.67,3_pares
PAR_109,PAR_117,PAR_111,PAR_109 → PAR_117 → PAR_111 → PAR_109,2.009,0.67,3_pares
PAR_051,PAR_053,PAR_091,PAR_051 → PAR_053 → PAR_091 → PAR_051,2.008,0.669,3_pares
PAR_096,PAR_109,PAR_103,PAR_096 → PAR_109 → PAR_103 → PAR_096,2.008,0.669,3_pares
PAR_003,PAR_021,PAR_033,PAR_003 → PAR_021 → PAR_033 → PAR_003,2.008,0.669,3_pares
PAR_033,PAR_061,PAR_103,PAR_033 → PAR_061 → PAR_103 → PAR_033,2.008,0.669,3_pares
PAR_014,PAR_029,PAR_021,PAR_014 → PAR_029 → PAR_021 → PAR_014,2.008,0.669,3_pares
PAR_034,PAR_046,PAR_053,PAR_034 → PAR_046 → PAR_053 → PAR_034,2.008,0.669,3_pares
PAR_015,PAR_099,PAR_021,PAR_015 → PAR_099 → PAR_021 → PAR_015,2.008,0.669,3_pares
PAR_002,PAR_109,PAR_034,PAR_002 → PAR_109 → PAR_034 → PAR_002,2.008,0.669,3_pares
PAR_015,PAR_032,PAR_109,PAR_015 → PAR_032 → PAR_109 → PAR_015,2.008,0.669,3_pares
PAR_027,PAR_046,PAR_093,PAR_027 → PAR_046 → PAR_093 → PAR_027,2.008,0.669,3_pares
PAR_003,PAR_111,PAR_102,PAR_003 → PAR_111 → PAR_102 → PAR_003,2.008,0.669,3_pares
PAR_034,PAR_070,PAR_102,PAR_034 → PAR_070 → PAR_102 → PAR_034,2.008,0.669,3_pares
PAR_021,PAR_045,PAR_053,PAR_021 → PAR_045 → PAR_053 → PAR_021,2.008,0.669,3_pares
PAR_058,PAR_093,PAR_109,PAR_058 → PAR_093 → PAR_109 → PAR_058,2.007,0.669,3_pares
PAR_037,PAR_103,PAR_038,PAR_037 → PAR_103 → PAR_038 → PAR_037,2.007,0.669,3_pares
PAR_038,PAR_109,PAR_057,PAR_038 → PAR_109 → PAR_057 → PAR_038,2.007,0.669,3_pares
PAR_021,PAR_051,PAR_099,PAR_021 → PAR_051 → PAR_099 → PAR_021,2.007,0.669,3_pares
PAR_021,PAR_040,PAR_070,PAR_021 → PAR_040 → PAR_070 → PAR_021,2.007,0.669,3_pares
PAR_002,PAR_069,PAR_111,PAR_002 → PAR_069 → PAR_111 → PAR_002,2.007,0.669,3_pares
PAR_027,PAR_058,PAR_052,PAR_027 → PAR_058 → PAR_052 → PAR_027,2.007,0.669,3_pares
PAR_038,PAR_065,PAR_055,PAR_038 → PAR_065 → PAR_055 → PAR_038,2.007,0.669,3_pares
PAR_029,PAR_037,PAR_102,PAR_029 → PAR_037 → PAR_102 → PAR_029,2.007,0.669,3_pares
PAR_007,PAR_058,PAR_053,PAR_007 → PAR_058 → PAR_053 → PAR_007,2.007,0.669,3_pares
PAR_064,PAR_068,PAR_111,PAR_064 → PAR_068 → PAR_111 → PAR_064,2.007,0.669,3_pares
PAR_021,PAR_039,PAR_027,PAR_021 → PAR_039 → PAR_027 → PAR_021,2.007,0.669,3_pares
PAR_021,PAR_090,PAR_029,PAR_021 → PAR_090 → PAR_029 → PAR_021,2.007,0.669,3_pares
PAR_037,PAR_109,PAR_102,PAR_037 → PAR_109 → PAR_102 → PAR_037,2.006,0.669,3_pares
PAR_005,PAR_038,PAR_070,PAR_005 → PAR_038 → PAR_070 → PAR_005,2.006,0.669,3_pares
PAR_003,PAR_038,PAR_029,PAR_003 → PAR_038 → PAR_029 → PAR_003,2.006,0.669,3_pares
PAR_027,PAR_061,PAR_099,PAR_027 → PAR_061 → PAR_099 → PAR_027,2.006,0.669,3_pares
PAR_058,PAR_064,PAR_109,PAR_058 → PAR_064 → PAR_109 → PAR_058,2.006,0.669,3_pares
PAR_012,PAR_027,PAR_029,PAR_012 → PAR_027 → PAR_029 → PAR_012,2.006,0.669,3_pares
PAR_070,PAR_111,PAR_110,PAR_070 → PAR_111 → PAR_110 → PAR_070,2.006,0.669,3_pares
PAR_053,PAR_103,PAR_070,PAR_053 → PAR_103 → PAR_070 → PAR_053,2.006,0.669,3_pares
PAR_058,PAR_096,PAR_109,PAR_058 → PAR_096 → PAR_109 → PAR_058,2.006,0.669,3_pares
PAR_029,PAR_075,PAR_102,PAR_029 → PAR_075 → PAR_102 → PAR_029,2.006,0.669,3_pares
PAR_003,PAR_109,PAR_040,PAR_003 → PAR_109 → PAR_040 → PAR_003,2.006,0.669,3_pares
PAR_037,PAR_065,PAR_091,PAR_037 → PAR_065 → PAR_091 → PAR_037,2.006,0.669,3_pares
PAR_007,PAR_065,PAR_099,PAR_007 → PAR_065 → PAR_099 → PAR_007,2.006,0.669,3_pares
PAR_027,PAR_053,PAR_073,PAR_027 → PAR_053 → PAR_073 → PAR_027,2.005,0.668,3_pares
PAR_037,PAR_053,PAR_067,PAR_037 → PAR_053 → PAR_067 → PAR_037,2.005,0.668,3_pares
PAR_033,PAR_094,PAR_103,PAR_033 → PAR_094 → PAR_103 → PAR_033,2.005,0.668,3_pares
PAR_027,PAR_034,PAR_101,PAR_027 → PAR_034 → PAR_101 → PAR_027,2.005,0.668,3_pares
PAR_027,PAR_037,PAR_053,PAR_027 → PAR_037 → PAR_053 → PAR_027,2.005,0.668,3_pares
PAR_038,PAR_075,PAR_103,PAR_038 → PAR_075 → PAR_103 → PAR_038,2.005,0.668,3_pares
PAR_061,PAR_099,PAR_067,PAR_061 → PAR_099 → PAR_067 → PAR_061,2.005,0.668,3_pares
PAR_065,PAR_099,PAR_090,PAR_065 → PAR_099 → PAR_090 → PAR_065,2.005,0.668,3_pares
PAR_021,PAR_052,PAR_097,PAR_021 → PAR_052 → PAR_097 → PAR_021,2.005,0.668,3_pares
PAR_027,PAR_099,PAR_101,PAR_027 → PAR_099 → PAR_101 → PAR_027,2.005,0.668,3_pares
PAR_021,PAR_052,PAR_064,PAR_021 → PAR_052 → PAR_064 → PAR_021,2.005,0.668,3_pares
PAR_021,PAR_052,PAR_111,PAR_021 → PAR_052 → PAR_111 → PAR_021,2.004,0.668,3_pares
PAR_053,PAR_102,PAR_070,PAR_053 → PAR_102 → PAR_070 → PAR_053,2.004,0.668,3_pares
PAR_027,PAR_061,PAR_032,PAR_027 → PAR_061 → PAR_032 → PAR_027,2.004,0.668,3_pares
PAR_021,PAR_037,PAR_102,PAR_021 → PAR_037 → PAR_102 → PAR_021,2.004,0.668,3_pares
PAR_030,PAR_090,PAR_034,PAR_030 → PAR_090 → PAR_034 → PAR_030,2.004,0.668,3_pares
PAR_007,PAR_040,PAR_034,PAR_007 → PAR_040 → PAR_034 → PAR_007,2.004,0.668,3_pares
PAR_003,PAR_111,PAR_033,PAR_003 → PAR_111 → PAR_033 → PAR_003,2.004,0.668,3_pares
PAR_065,PAR_091,PAR_075,PAR_065 → PAR_091 → PAR_075 → PAR_065,2.004,0.668,3_pares
PAR_027,PAR_034,PAR_080,PAR_027 → PAR_034 → PAR_080 → PAR_027,2.004,0.668,3_pares
PAR_015,PAR_099,PAR_064,PAR_015 → PAR_099 → PAR_064 → PAR_015,2.004,0.668,3_pares
PAR_064,PAR_117,PAR_111,PAR_064 → PAR_117 → PAR_111 → PAR_064,2.004,0.668,3_pares
PAR_021,PAR_109,PAR_030,PAR_021 → PAR_109 → PAR_030 → PAR_021,2.004,0.668,3_pares
PAR_046,PAR_067,PAR_111,PAR_046 → PAR_067 → PAR_111 → PAR_046,2.004,0.668,3_pares
PAR_027,PAR_099,PAR_080,PAR_027 → PAR_099 → PAR_080 → PAR_027,2.004,0.668,3_pares
PAR_002,PAR_111,PAR_037,PAR_002 → PAR_111 → PAR_037 → PAR_002,2.004,0.668,3_pares
PAR_027,PAR_103,PAR_070,PAR_027 → PAR_103 → PAR_070 → PAR_027,2.004,0.668,3_pares
PAR_002,PAR_003,PAR_027,PAR_002 → PAR_003 → PAR_027 → PAR_002,2.004,0.668,3_pares
PAR_003,PAR_021,PAR_040,PAR_003 → PAR_021 → PAR_040 → PAR_003,2.004,0.668,3_pares
PAR_075,PAR_109,PAR_102,PAR_075 → PAR_109 → PAR_102 → PAR_075,2.004,0.668,3_pares
PAR_015,PAR_101,PAR_038,PAR_015 → PAR_101 → PAR_038 → PAR_015,2.003,0.668,3_pares
PAR_002,PAR_075,PAR_111,PAR_002 → PAR_075 → PAR_111 → PAR_002,2.003,0.668,3_pares
PAR_027,PAR_099,PAR_039,PAR_027 → PAR_099 → PAR_039 → PAR_027,2.003,0.668,3_pares
PAR_015,PAR_053,PAR_109,PAR_015 → PAR_053 → PAR_109 → PAR_015,2.003,0.668,3_pares
PAR_007,PAR_076,PAR_111,PAR_007 → PAR_076 → PAR_111 → PAR_007,2.003,0.668,3_pares
PAR_038,PAR_109,PAR_055,PAR_038 → PAR_109 → PAR_055 → PAR_038,2.003,0.668,3_pares
PAR_053,PAR_067,PAR_092,PAR_053 → PAR_067 → PAR_092 → PAR_053,2.003,0.668,3_pares
PAR_070,PAR_111,PAR_112,PAR_070 → PAR_111 → PAR_112 → PAR_070,2.002,0.667,3_pares
